Date,Presupuesto Base Cero
1962-07,8
1962-08,5
1962-09,4
1962-10,4
1962-11,8
1962-12,20
1963-01,13
1963-02,8
1963-03,11
1963-04,6
1963-05,3
1963-06,8
1963-07,11
1963-08,7
1963-09,7
1963-10,3
1963-11,7
1963-12,33
1964-01,27
1964-02,6
1964-03,8
1964-04,8
1964-05,7
1964-06,5
1964-07,5
1964-08,6
1964-09,8
1964-10,5
1964-11,9
1964-12,38
1965-01,37
1965-02,10
1965-03,7
1965-04,4
1965-05,6
1965-06,9
1965-07,9
1965-08,15
1965-09,15
1965-10,11
1965-11,4
1965-12,20
1966-01,22
1966-02,12
1966-03,14
1966-04,10
1966-05,8
1966-06,4
1966-07,6
1966-08,8
1966-09,8
1966-10,12
1966-11,12
1966-12,35
1967-01,42
1967-02,15
1967-03,7
1967-04,6
1967-05,7
1967-06,8
1967-07,7
1967-08,9
1967-09,9
1967-10,4
1967-11,14
1967-12,44
1968-01,40
1968-02,20
1968-03,13
1968-04,9
1968-05,17
1968-06,19
1968-07,6
1968-08,15
1968-09,17
1968-10,14
1968-11,16
1968-12,39
1969-01,39
1969-02,29
1969-03,27
1969-04,10
1969-05,19
1969-06,19
1969-07,12
1969-08,14
1969-09,17
1969-10,13
1969-11,15
1969-12,134
1970-01,113
1970-02,20
1970-03,18
1970-04,16
1970-05,19
1970-06,14
1970-07,15
1970-08,22
1970-09,16
1970-10,11
1970-11,21
1970-12,73
1971-01,70
1971-02,23
1971-03,17
1971-04,12
1971-05,18
1971-06,14
1971-07,12
1971-08,18
1971-09,21
1971-10,22
1971-11,28
1971-12,62
1972-01,55
1972-02,32
1972-03,28
1972-04,22
1972-05,34
1972-06,28
1972-07,17
1972-08,27
1972-09,33
1972-10,29
1972-11,26
1972-12,74
1973-01,67
1973-02,24
1973-03,34
1973-04,32
1973-05,28
1973-06,27
1973-07,23
1973-08,37
1973-09,39
1973-10,28
1973-11,28
1973-12,113
1974-01,106
1974-02,32
1974-03,33
1974-04,30
1974-05,30
1974-06,27
1974-07,25
1974-08,23
1974-09,17
1974-10,24
1974-11,35
1974-12,104
1975-01,83
1975-02,36
1975-03,39
1975-04,25
1975-05,29
1975-06,23
1975-07,35
1975-08,44
1975-09,38
1975-10,43
1975-11,43
1975-12,144
1976-01,135
1976-02,35
1976-03,32
1976-04,29
1976-05,34
1976-06,37
1976-07,35
1976-08,43
1976-09,40
1976-10,22
1976-11,37
1976-12,166
1977-01,161
1977-02,50
1977-03,41
1977-04,31
1977-05,43
1977-06,45
1977-07,40
1977-08,45
1977-09,39
1977-10,32
1977-11,44
1977-12,184
1978-01,172
1978-02,58
1978-03,53
1978-04,41
1978-05,47
1978-06,29
1978-07,22
1978-08,42
1978-09,37
1978-10,46
1978-11,53
1978-12,212
1979-01,206
1979-02,70
1979-03,74
1979-04,41
1979-05,58
1979-06,62
1979-07,38
1979-08,81
1979-09,85
1979-10,49
1979-11,59
1979-12,277
1980-01,259
1980-02,51
1980-03,59
1980-04,57
1980-05,60
1980-06,65
1980-07,44
1980-08,46
1980-09,49
1980-10,41
1980-11,56
1980-12,295
1981-01,288
1981-02,77
1981-03,96
1981-04,69
1981-05,78
1981-06,79
1981-07,80
1981-08,85
1981-09,67
1981-10,64
1981-11,82
1981-12,275
1982-01,226
1982-02,58
1982-03,74
1982-04,54
1982-05,93
1982-06,99
1982-07,56
1982-08,73
1982-09,86
1982-10,72
1982-11,93
1982-12,346
1983-01,324
1983-02,90
1983-03,96
1983-04,66
1983-05,93
1983-06,96
1983-07,63
1983-08,95
1983-09,91
1983-10,59
1983-11,74
1983-12,419
1984-01,407
1984-02,94
1984-03,92
1984-04,70
1984-05,90
1984-06,108
1984-07,90
1984-08,100
1984-09,94
1984-10,71
1984-11,101
1984-12,432
1985-01,402
1985-02,87
1985-03,107
1985-04,87
1985-05,82
1985-06,101
1985-07,91
1985-08,102
1985-09,125
1985-10,97
1985-11,126
1985-12,541
1986-01,502
1986-02,105
1986-03,124
1986-04,108
1986-05,126
1986-06,129
1986-07,87
1986-08,106
1986-09,115
1986-10,104
1986-11,143
1986-12,686
1987-01,643
1987-02,134
1987-03,147
1987-04,125
1987-05,124
1987-06,144
1987-07,144
1987-08,148
1987-09,131
1987-10,115
1987-11,126
1987-12,771
1988-01,758
1988-02,148
1988-03,147
1988-04,104
1988-05,169
1988-06,189
1988-07,149
1988-08,183
1988-09,168
1988-10,107
1988-11,122
1988-12,911
1989-01,861
1989-02,155
1989-03,171
1989-04,137
1989-05,150
1989-06,173
1989-07,155
1989-08,221
1989-09,208
1989-10,118
1989-11,158
1989-12,1113
1990-01,1047
1990-02,181
1990-03,184
1990-04,210
1990-05,238
1990-06,207
1990-07,192
1990-08,239
1990-09,210
1990-10,150
1990-11,161
1990-12,1003
1991-01,981
1991-02,190
1991-03,228
1991-04,200
1991-05,219
1991-06,238
1991-07,201
1991-08,272
1991-09,244
1991-10,168
1991-11,172
1991-12,1097
1992-01,1064
1992-02,203
1992-03,259
1992-04,220
1992-05,272
1992-06,309
1992-07,210
1992-08,293
1992-09,271
1992-10,231
1992-11,224
1992-12,1115
1993-01,1087
1993-02,250
1993-03,302
1993-04,275
1993-05,305
1993-06,334
1993-07,238
1993-08,273
1993-09,318
1993-10,239
1993-11,226
1993-12,1203
1994-01,1170
1994-02,283
1994-03,309
1994-04,232
1994-05,295
1994-06,269
1994-07,239
1994-08,293
1994-09,316
1994-10,262
1994-11,275
1994-12,1426
1995-01,1377
1995-02,267
1995-03,301
1995-04,238
1995-05,321
1995-06,351
1995-07,248
1995-08,307
1995-09,410
1995-10,300
1995-11,267
1995-12,1468
1996-01,1409
1996-02,352
1996-03,404
1996-04,269
1996-05,384
1996-06,408
1996-07,276
1996-08,289
1996-09,352
1996-10,290
1996-11,297
1996-12,1678
1997-01,1637
1997-02,324
1997-03,350
1997-04,355
1997-05,408
1997-06,448
1997-07,375
1997-08,405
1997-09,425
1997-10,311
1997-11,342
1997-12,1692
1998-01,1654
1998-02,387
1998-03,418
1998-04,329
1998-05,402
1998-06,480
1998-07,383
1998-08,386
1998-09,418
1998-10,379
1998-11,374
1998-12,1958
1999-01,1887
1999-02,371
1999-03,422
1999-04,366
1999-05,447
1999-06,529
1999-07,485
1999-08,507
1999-09,452
1999-10,348
1999-11,407
1999-12,2343
2000-01,2268
2000-02,415
2000-03,501
2000-04,404
2000-05,472
2000-06,511
2000-07,413
2000-08,401
2000-09,439
2000-10,415
2000-11,431
2000-12,2324
2001-01,2240
2001-02,413
2001-03,529
2001-04,461
2001-05,518
2001-06,535
2001-07,449
2001-08,570
2001-09,588
2001-10,550
2001-11,493
2001-12,2845
2002-01,2809
2002-02,512
2002-03,549
2002-04,481
2002-05,491
2002-06,523
2002-07,519
2002-08,512
2002-09,609
2002-10,479
2002-11,522
2002-12,3087
2003-01,3064
2003-02,568
2003-03,663
2003-04,504
2003-05,623
2003-06,709
2003-07,512
2003-08,732
2003-09,931
2003-10,534
2003-11,557
2003-12,3484
2004-01,3435
2004-02,650
2004-03,745
2004-04,734
2004-05,789
2004-06,868
2004-07,668
2004-08,837
2004-09,875
2004-10,714
2004-11,656
2004-12,4326
2005-01,4332
2005-02,746
2005-03,721
2005-04,699
2005-05,825
2005-06,898
2005-07,694
2005-08,771
2005-09,843
2005-10,757
2005-11,788
2005-12,6679
2006-01,6650
2006-02,871
2006-03,936
2006-04,904
2006-05,1336
2006-06,1747
2006-07,1717
2006-08,1430
2006-09,1876
2006-10,2009
2006-11,1548
2006-12,4806
2007-01,4630
2007-02,1176
2007-03,1492
2007-04,1629
2007-05,1843
2007-06,1858
2007-07,1940
2007-08,2151
2007-09,1974
2007-10,1627
2007-11,1867
2007-12,6208
2008-01,5698
2008-02,1161
2008-03,1678
2008-04,1848
2008-05,2032
2008-06,2963
2008-07,2526
2008-08,2122
2008-09,2809
2008-10,2797
2008-11,2656
2008-12,8572
2009-01,7506
2009-02,1581
2009-03,1923
2009-04,2354
2009-05,2824
2009-06,2978
2009-07,2925
2009-08,0
2009-09,2983
2009-10,2382
2009-11,3113
2009-12,8805
2010-01,7489
2010-02,1878
2010-03,2247
2010-04,2624
2010-05,4448
2010-06,4959
2010-07,4632
2010-08,3983
2010-09,4718
2010-10,4817
2010-11,3610
2010-12,9286
2011-01,8167
2011-02,0
2011-03,2925
2011-04,3760
2011-05,4551
2011-06,4881
2011-07,5098
2011-08,5601
2011-09,4962
2011-10,3524
2011-11,3594
2011-12,10474
2012-01,10018
2012-02,2569
2012-03,2616
2012-04,3283
2012-05,4195
2012-06,4291
2012-07,4166
2012-08,3925
2012-09,4405
2012-10,4058
2012-11,4504
2012-12,12252
2013-01,10622
2013-02,2497
2013-03,0
2013-04,3201
2013-05,4038
2013-06,4727
2013-07,4303
2013-08,4925
2013-09,0
2013-10,4941
2013-11,4706
2013-12,11387
2014-01,10338
2014-02,3417
2014-03,3679
2014-04,4296
2014-05,5320
2014-06,5612
2014-07,4760
2014-08,5058
2014-09,0
2014-10,5205
2014-11,5063
2014-12,14632
2015-01,13300
2015-02,3500
2015-03,4023
2015-04,4431
2015-05,4982
2015-06,5237
2015-07,4755
2015-08,4919
2015-09,5395
2015-10,5456
2015-11,5757
2015-12,15139
2016-01,13382
2016-02,3560
2016-03,4237
2016-04,0
2016-05,0
2016-06,0
2016-07,5959
2016-08,5571
2016-09,6586
2016-10,6299
2016-11,5739
2016-12,14713
2017-01,13403
2017-02,4248
2017-03,5132
2017-04,5794
2017-05,6222
2017-06,7014
2017-07,0
2017-08,5957
2017-09,6738
2017-10,6698
2017-11,6866
2017-12,17892
2018-01,16393
2018-02,5029
2018-03,5615
2018-04,6073
2018-05,7209
2018-06,8294
2018-07,7772
2018-08,7058
2018-09,8231
2018-10,8553
2018-11,7541
2018-12,18757
2019-01,17523
2019-02,6048
2019-03,7010
2019-04,6839
2019-05,7846
2019-06,9071
2019-07,8546
2019-08,7779
2019-09,9290
2019-10,9876
2019-11,9632
2019-12,23061
2020-01,21547
2020-02,6778
2020-03,7312
2020-04,6858
2020-05,7544
2020-06,9225
2020-07,8658
2020-08,8253
2020-09,8806
2020-10,10087
2020-11,10568
2020-12,25452
2021-01,23017
2021-02,7252
2021-03,8421
2021-04,7566
2021-05,8869
2021-06,8835
2021-07,9044
2021-08,8667
2021-09,9331
2021-10,11185
2021-11,9939
2021-12,28066
2022-01,25928
2022-02,7356
2022-03,8385
2022-04,8188
2022-05,9236
2022-06,10110
2022-07,10301
2022-08,10539
2022-09,10573
2022-10,11480
2022-11,12456
2022-12,33726
2023-01,29519
2023-02,8917
2023-03,9611
2023-04,9280
2023-05,11470
2023-06,10713
2023-07,10771
2023-08,10856
2023-09,11299
2023-10,12563
2023-11,12946
2023-12,36550
2024-01,32387
2024-02,10126
2024-03,10778
2024-04,10790
2024-05,13368
2024-06,11550
2024-07,12012
2024-08,11490
2024-09,11908
2024-10,13014
2024-11,13044
2024-12,19948
2025-01,16091
2025-02,8733
2025-03,5093
