Month,Reingeniería de Procesos
2022-08,2.127659574468085
2022-09,4.25531914893617
2022-10,4.25531914893617
2022-11,5.319148936170213
2022-12,5.319148936170213
2023-01,3.1914893617021276
2023-02,4.25531914893617
2023-03,3.1914893617021276
2023-04,3.1914893617021276
2023-05,3.1914893617021276
2023-06,2.127659574468085
2023-07,1.0638297872340425
2023-08,1.0638297872340425
2023-09,2.127659574468085
2023-10,3.1914893617021276
2023-11,3.1914893617021276
2023-12,2.127659574468085
2024-01,1.0638297872340425
2024-02,4.25531914893617
2024-03,1.0638297872340425
2024-04,2.127659574468085
2024-05,1.0638297872340425
2024-06,2.127659574468085
2024-07,0.0
2024-08,0.0
2024-09,1.0638297872340425
2024-10,2.127659574468085
2024-11,2.127659574468085
2024-12,2.127659574468085
2025-01,1.0638297872340425
2025-02,2.127659574468085
