Month,Gestión del Cambio
2019-12,15.277777777777779
2020-01,23.61111111111111
2020-02,25.0
2020-03,15.277777777777779
2020-04,13.88888888888889
2020-05,12.5
2020-06,15.277777777777779
2020-07,15.277777777777779
2020-08,13.88888888888889
2020-09,18.055555555555554
2020-10,18.055555555555554
2020-11,12.5
2020-12,8.333333333333332
2021-01,11.11111111111111
2021-02,13.88888888888889
2021-03,19.444444444444446
2021-04,16.666666666666664
2021-05,20.833333333333336
2021-06,19.444444444444446
2021-07,12.5
2021-08,11.11111111111111
2021-09,16.666666666666664
2021-10,20.833333333333336
2021-11,22.22222222222222
2021-12,13.88888888888889
2022-01,18.055555555555554
2022-02,26.38888888888889
2022-03,29.166666666666668
2022-04,25.0
2022-05,20.833333333333336
2022-06,19.444444444444446
2022-07,18.055555555555554
2022-08,18.055555555555554
2022-09,20.833333333333336
2022-10,20.833333333333336
2022-11,22.22222222222222
2022-12,13.88888888888889
2023-01,19.444444444444446
2023-02,25.0
2023-03,22.22222222222222
2023-04,15.277777777777779
2023-05,22.22222222222222
2023-06,22.22222222222222
2023-07,18.055555555555554
2023-08,18.055555555555554
2023-09,19.444444444444446
2023-10,22.22222222222222
2023-11,19.444444444444446
2023-12,11.11111111111111
2024-01,19.444444444444446
2024-02,30.555555555555557
2024-03,26.38888888888889
2024-04,26.38888888888889
2024-05,23.61111111111111
2024-06,22.22222222222222
2024-07,19.444444444444446
2024-08,19.444444444444446
2024-09,20.833333333333336
2024-10,18.055555555555554
2024-11,22.22222222222222
2024-12,11.11111111111111
2025-01,18.055555555555554
2025-02,26.38888888888889
