Date,Competencias Centrales
1968-01,138
1968-02,48
1968-03,54
1968-04,61
1968-05,54
1968-06,59
1968-07,50
1968-08,52
1968-09,56
1968-10,51
1968-11,52
1968-12,170
1969-01,148
1969-02,67
1969-03,60
1969-04,51
1969-05,53
1969-06,65
1969-07,58
1969-08,57
1969-09,56
1969-10,49
1969-11,63
1969-12,342
1970-01,309
1970-02,57
1970-03,80
1970-04,84
1970-05,81
1970-06,80
1970-07,50
1970-08,66
1970-09,80
1970-10,63
1970-11,83
1970-12,187
1971-01,176
1971-02,82
1971-03,77
1971-04,63
1971-05,76
1971-06,84
1971-07,90
1971-08,117
1971-09,99
1971-10,87
1971-11,93
1971-12,231
1972-01,208
1972-02,81
1972-03,104
1972-04,99
1972-05,85
1972-06,78
1972-07,103
1972-08,129
1972-09,102
1972-10,77
1972-11,95
1972-12,286
1973-01,260
1973-02,108
1973-03,109
1973-04,88
1973-05,117
1973-06,115
1973-07,93
1973-08,108
1973-09,117
1973-10,99
1973-11,117
1973-12,243
1974-01,203
1974-02,108
1974-03,112
1974-04,99
1974-05,133
1974-06,127
1974-07,115
1974-08,135
1974-09,117
1974-10,94
1974-11,99
1974-12,308
1975-01,291
1975-02,114
1975-03,130
1975-04,104
1975-05,124
1975-06,143
1975-07,123
1975-08,125
1975-09,120
1975-10,113
1975-11,151
1975-12,460
1976-01,404
1976-02,109
1976-03,155
1976-04,126
1976-05,108
1976-06,140
1976-07,156
1976-08,182
1976-09,157
1976-10,126
1976-11,149
1976-12,481
1977-01,422
1977-02,130
1977-03,176
1977-04,159
1977-05,154
1977-06,147
1977-07,145
1977-08,176
1977-09,153
1977-10,133
1977-11,173
1977-12,453
1978-01,402
1978-02,112
1978-03,176
1978-04,181
1978-05,135
1978-06,156
1978-07,167
1978-08,172
1978-09,179
1978-10,174
1978-11,165
1978-12,548
1979-01,524
1979-02,188
1979-03,197
1979-04,142
1979-05,177
1979-06,179
1979-07,168
1979-08,199
1979-09,190
1979-10,130
1979-11,174
1979-12,632
1980-01,563
1980-02,197
1980-03,236
1980-04,160
1980-05,186
1980-06,226
1980-07,178
1980-08,166
1980-09,178
1980-10,154
1980-11,202
1980-12,680
1981-01,568
1981-02,227
1981-03,291
1981-04,186
1981-05,180
1981-06,208
1981-07,167
1981-08,219
1981-09,262
1981-10,198
1981-11,165
1981-12,654
1982-01,616
1982-02,216
1982-03,272
1982-04,154
1982-05,184
1982-06,212
1982-07,147
1982-08,187
1982-09,239
1982-10,208
1982-11,210
1982-12,808
1983-01,760
1983-02,208
1983-03,251
1983-04,186
1983-05,184
1983-06,238
1983-07,207
1983-08,181
1983-09,231
1983-10,214
1983-11,220
1983-12,802
1984-01,763
1984-02,219
1984-03,274
1984-04,224
1984-05,228
1984-06,270
1984-07,212
1984-08,217
1984-09,241
1984-10,223
1984-11,223
1984-12,778
1985-01,742
1985-02,235
1985-03,256
1985-04,192
1985-05,195
1985-06,242
1985-07,220
1985-08,233
1985-09,295
1985-10,241
1985-11,234
1985-12,896
1986-01,850
1986-02,225
1986-03,289
1986-04,265
1986-05,254
1986-06,272
1986-07,238
1986-08,219
1986-09,265
1986-10,254
1986-11,258
1986-12,1011
1987-01,942
1987-02,276
1987-03,293
1987-04,230
1987-05,251
1987-06,342
1987-07,315
1987-08,306
1987-09,321
1987-10,241
1987-11,279
1987-12,1191
1988-01,1124
1988-02,329
1988-03,342
1988-04,278
1988-05,313
1988-06,337
1988-07,272
1988-08,281
1988-09,274
1988-10,236
1988-11,343
1988-12,1231
1989-01,1084
1989-02,355
1989-03,386
1989-04,322
1989-05,338
1989-06,352
1989-07,295
1989-08,378
1989-09,377
1989-10,323
1989-11,335
1989-12,1288
1990-01,1217
1990-02,366
1990-03,406
1990-04,370
1990-05,410
1990-06,426
1990-07,318
1990-08,380
1990-09,409
1990-10,318
1990-11,351
1990-12,1289
1991-01,1177
1991-02,376
1991-03,438
1991-04,374
1991-05,379
1991-06,394
1991-07,348
1991-08,381
1991-09,394
1991-10,332
1991-11,414
1991-12,1307
1992-01,1216
1992-02,483
1992-03,550
1992-04,398
1992-05,464
1992-06,484
1992-07,374
1992-08,460
1992-09,483
1992-10,387
1992-11,420
1992-12,1427
1993-01,1321
1993-02,469
1993-03,496
1993-04,460
1993-05,515
1993-06,514
1993-07,436
1993-08,497
1993-09,557
1993-10,519
1993-11,467
1993-12,1602
1994-01,1534
1994-02,512
1994-03,542
1994-04,409
1994-05,526
1994-06,529
1994-07,415
1994-08,544
1994-09,545
1994-10,446
1994-11,500
1994-12,1745
1995-01,1656
1995-02,544
1995-03,616
1995-04,482
1995-05,529
1995-06,571
1995-07,513
1995-08,600
1995-09,627
1995-10,493
1995-11,565
1995-12,1891
1996-01,1747
1996-02,559
1996-03,647
1996-04,591
1996-05,678
1996-06,626
1996-07,479
1996-08,536
1996-09,627
1996-10,534
1996-11,609
1996-12,1910
1997-01,1819
1997-02,653
1997-03,669
1997-04,549
1997-05,604
1997-06,672
1997-07,552
1997-08,612
1997-09,577
1997-10,551
1997-11,688
1997-12,2142
1998-01,1926
1998-02,665
1998-03,775
1998-04,564
1998-05,599
1998-06,692
1998-07,642
1998-08,658
1998-09,648
1998-10,513
1998-11,613
1998-12,2097
1999-01,1903
1999-02,653
1999-03,688
1999-04,589
1999-05,703
1999-06,713
1999-07,596
1999-08,670
1999-09,715
1999-10,560
1999-11,678
1999-12,2366
2000-01,2227
2000-02,702
2000-03,787
2000-04,670
2000-05,719
2000-06,758
2000-07,653
2000-08,732
2000-09,672
2000-10,645
2000-11,723
2000-12,2323
2001-01,2294
2001-02,733
2001-03,862
2001-04,699
2001-05,791
2001-06,844
2001-07,656
2001-08,783
2001-09,845
2001-10,658
2001-11,791
2001-12,2692
2002-01,2510
2002-02,762
2002-03,902
2002-04,826
2002-05,786
2002-06,831
2002-07,745
2002-08,855
2002-09,934
2002-10,905
2002-11,950
2002-12,2769
2003-01,2616
2003-02,822
2003-03,861
2003-04,746
2003-05,791
2003-06,978
2003-07,758
2003-08,920
2003-09,936
2003-10,802
2003-11,871
2003-12,3711
2004-01,3509
2004-02,963
2004-03,1077
2004-04,900
2004-05,1010
2004-06,1506
2004-07,971
2004-08,1011
2004-09,973
2004-10,916
2004-11,879
2004-12,3268
2005-01,3184
2005-02,913
2005-03,1006
2005-04,887
2005-05,962
2005-06,1099
2005-07,950
2005-08,1236
2005-09,1077
2005-10,1014
2005-11,1150
2005-12,4162
2006-01,4087
2006-02,982
2006-03,1195
2006-04,1165
2006-05,1178
2006-06,1261
2006-07,1175
2006-08,1315
2006-09,1315
2006-10,1262
2006-11,1234
2006-12,3889
2007-01,3766
2007-02,1160
2007-03,1343
2007-04,1272
2007-05,1626
2007-06,1438
2007-07,1300
2007-08,1398
2007-09,1396
2007-10,1239
2007-11,1315
2007-12,4387
2008-01,4056
2008-02,1179
2008-03,1499
2008-04,1380
2008-05,1489
2008-06,1466
2008-07,1393
2008-08,1534
2008-09,1884
2008-10,1683
2008-11,1665
2008-12,5464
2009-01,5081
2009-02,1339
2009-03,1407
2009-04,1433
2009-05,1605
2009-06,1687
2009-07,1541
2009-08,1836
2009-09,1888
2009-10,1595
2009-11,1636
2009-12,5864
2010-01,5582
2010-02,1439
2010-03,1717
2010-04,1786
2010-05,1866
2010-06,1869
2010-07,1955
2010-08,1917
2010-09,1933
2010-10,2034
2010-11,2171
2010-12,6405
2011-01,6014
2011-02,1713
2011-03,1885
2011-04,2036
2011-05,2276
2011-06,2177
2011-07,2257
2011-08,2462
2011-09,2388
2011-10,2146
2011-11,2081
2011-12,7035
2012-01,7137
2012-02,1836
2012-03,2150
2012-04,2070
2012-05,2456
2012-06,2704
2012-07,2312
2012-08,2073
2012-09,2513
2012-10,2415
2012-11,2441
2012-12,8703
2013-01,8317
2013-02,1969
2013-03,2353
2013-04,2218
2013-05,2497
2013-06,2575
2013-07,2431
2013-08,2426
2013-09,2771
2013-10,2991
2013-11,2602
2013-12,9577
2014-01,9351
2014-02,2267
2014-03,2607
2014-04,2485
2014-05,2483
2014-06,2790
2014-07,2637
2014-08,2868
2014-09,3198
2014-10,3154
2014-11,2951
2014-12,10952
2015-01,10451
2015-02,2373
2015-03,2728
2015-04,2645
2015-05,2885
2015-06,3147
2015-07,2653
2015-08,2996
2015-09,3159
2015-10,3410
2015-11,3174
2015-12,12131
2016-01,11219
2016-02,2744
2016-03,3135
2016-04,3217
2016-05,3125
2016-06,3568
2016-07,2837
2016-08,3359
2016-09,3659
2016-10,3285
2016-11,3547
2016-12,12993
2017-01,12207
2017-02,2973
2017-03,3380
2017-04,3030
2017-05,3554
2017-06,3779
2017-07,4065
2017-08,3771
2017-09,4368
2017-10,3985
2017-11,4259
2017-12,15290
2018-01,14517
2018-02,3439
2018-03,3935
2018-04,3783
2018-05,3981
2018-06,4126
2018-07,4445
2018-08,4418
2018-09,4697
2018-10,4889
2018-11,4361
2018-12,17309
2019-01,16315
2019-02,3950
2019-03,4581
2019-04,4282
2019-05,4605
2019-06,4726
2019-07,4805
2019-08,4734
2019-09,5174
2019-10,5160
2019-11,5429
2019-12,19196
2020-01,18218
2020-02,4494
2020-03,5098
2020-04,4397
2020-05,4602
2020-06,5328
2020-07,4991
2020-08,4939
2020-09,5452
2020-10,5367
2020-11,6052
2020-12,21518
2021-01,19586
2021-02,4921
2021-03,5597
2021-04,4922
2021-05,4899
2021-06,5745
2021-07,5167
2021-08,5376
2021-09,5931
2021-10,5576
2021-11,5882
2021-12,22449
2022-01,20866
2022-02,4570
2022-03,5239
2022-04,4895
2022-05,5363
2022-06,6414
2022-07,5398
2022-08,5891
2022-09,6084
2022-10,5663
2022-11,6216
2022-12,23611
2023-01,21565
2023-02,5356
2023-03,6035
2023-04,5075
2023-05,6099
2023-06,6862
2023-07,6019
2023-08,6198
2023-09,6729
2023-10,6629
2023-11,7152
2023-12,25392
2024-01,23060
2024-02,6031
2024-03,6718
2024-04,6409
2024-05,6993
2024-06,7383
2024-07,6979
2024-08,7131
2024-09,7114
2024-10,7373
2024-11,7766
2024-12,11822
2025-01,9484
2025-02,5834
2025-03,3222
