Date,Benchmarking
2011-10,1384
2011-11,1282
2011-12,1467
2012-01,2847
2012-02,1026
2012-03,1409
2012-04,1256
2012-05,1366
2012-06,1729
2012-07,1952
2012-08,1168
2012-09,1619
2012-10,1602
2012-11,1513
2012-12,1689
2013-01,2232
2013-02,995
2013-03,1429
2013-04,1365
2013-05,1487
2013-06,1773
2013-07,1709
2013-08,1338
2013-09,1691
2013-10,1918
2013-11,1732
2013-12,1835
2014-01,2522
2014-02,1254
2014-03,1551
2014-04,1725
2014-05,1596
2014-06,1891
2014-07,1674
2014-08,1671
2014-09,2132
2014-10,1981
2014-11,1802
2014-12,2035
2015-01,2428
2015-02,1363
2015-03,2318
2015-04,1465
2015-05,1553
2015-06,1891
2015-07,1643
2015-08,1614
2015-09,1884
2015-10,2242
2015-11,1851
2015-12,2316
2016-01,2478
2016-02,1538
2016-03,1912
2016-04,2335
2016-05,1827
2016-06,2329
2016-07,1831
2016-08,1937
2016-09,2368
2016-10,2292
2016-11,2041
2016-12,2572
2017-01,2092
2017-02,1671
2017-03,2272
2017-04,1915
2017-05,2190
2017-06,2540
2017-07,2494
2017-08,2782
2017-09,2703
2017-10,2636
2017-11,2390
2017-12,2811
2018-01,2338
2018-02,1785
2018-03,2546
2018-04,2354
2018-05,2420
2018-06,2930
2018-07,3133
2018-08,2974
2018-09,2837
2018-10,3336
2018-11,2710
2018-12,3204
2019-01,2578
2019-02,2093
2019-03,2876
2019-04,2530
2019-05,2641
2019-06,3212
2019-07,2735
2019-08,3357
2019-09,3056
2019-10,3397
2019-11,3471
2019-12,3968
2020-01,3460
2020-02,2544
2020-03,2920
2020-04,2715
2020-05,2643
2020-06,3626
2020-07,3355
2020-08,3519
2020-09,3604
2020-10,3528
2020-11,3637
2020-12,4607
2021-01,3533
2021-02,2998
2021-03,3721
2021-04,3443
2021-05,3206
2021-06,3926
2021-07,3241
2021-08,4033
2021-09,3948
2021-10,3681
2021-11,3666
2021-12,4956
2022-01,4194
2022-02,2877
2022-03,3651
2022-04,3621
2022-05,3508
2022-06,4702
2022-07,3381
2022-08,4028
2022-09,4050
2022-10,4019
2022-11,3944
2022-12,5441
2023-01,4326
2023-02,3112
2023-03,4142
2023-04,3512
2023-05,3783
2023-06,5063
2023-07,4026
2023-08,4470
2023-09,4610
2023-10,4881
2023-11,4598
2023-12,6093
2024-01,4549
2024-02,4205
2024-03,4426
2024-04,4682
2024-05,5060
2024-06,5518
2024-07,4789
2024-08,5121
2024-09,5134
2024-10,5244
2024-11,4878
2024-12,6173
2025-01,4357
2025-02,3013
