Date,Lealtad del Cliente
1990-05,1904
1990-06,2002
1990-07,1637
1990-08,1905
1990-09,2050
1990-10,1443
1990-11,1669
1990-12,7221
1991-01,6820
1991-02,1926
1991-03,2366
1991-04,1970
1991-05,1915
1991-06,1994
1991-07,1588
1991-08,1931
1991-09,2197
1991-10,1672
1991-11,1779
1991-12,6564
1992-01,6216
1992-02,2262
1992-03,2474
1992-04,2016
1992-05,2289
1992-06,0
1992-07,1803
1992-08,2222
1992-09,2399
1992-10,1903
1992-11,2060
1992-12,7787
1993-01,7268
1993-02,2248
1993-03,2548
1993-04,2279
1993-05,2396
1993-06,2370
1993-07,2038
1993-08,2480
1993-09,2545
1993-10,1873
1993-11,2236
1993-12,8928
1994-01,8305
1994-02,2530
1994-03,2676
1994-04,2043
1994-05,2568
1994-06,2637
1994-07,2124
1994-08,2499
1994-09,2679
1994-10,2150
1994-11,2494
1994-12,9824
1995-01,9150
1995-02,2695
1995-03,2861
1995-04,2361
1995-05,2847
1995-06,2892
1995-07,2354
1995-08,2825
1995-09,3079
1995-10,2551
1995-11,2743
1995-12,9599
1996-01,9111
1996-02,2972
1996-03,3256
1996-04,2596
1996-05,2996
1996-06,3252
1996-07,2677
1996-08,2842
1996-09,3119
1996-10,2630
1996-11,2935
1996-12,11220
1997-01,10699
1997-02,3187
1997-03,3330
1997-04,2767
1997-05,3240
1997-06,3465
1997-07,2756
1997-08,2942
1997-09,3231
1997-10,2716
1997-11,3073
1997-12,11410
1998-01,10811
1998-02,3295
1998-03,3760
1998-04,2890
1998-05,3174
1998-06,3651
1998-07,2990
1998-08,3286
1998-09,3415
1998-10,2820
1998-11,3241
1998-12,12645
1999-01,11781
1999-02,3487
1999-03,3823
1999-04,3118
1999-05,3423
1999-06,3662
1999-07,3194
1999-08,3692
1999-09,3732
1999-10,3318
1999-11,3610
1999-12,14591
2000-01,13654
2000-02,3648
2000-03,4299
2000-04,3402
2000-05,3588
2000-06,4083
2000-07,3383
2000-08,3735
2000-09,3934
2000-10,3638
2000-11,3745
2000-12,15062
2001-01,14084
2001-02,3568
2001-03,4523
2001-04,3491
2001-05,4152
2001-06,4059
2001-07,3517
2001-08,3944
2001-09,4210
2001-10,4217
2001-11,3908
2001-12,16303
2002-01,15154
2002-02,3915
2002-03,4418
2002-04,3698
2002-05,4367
2002-06,4194
2002-07,3768
2002-08,4246
2002-09,4826
2002-10,3998
2002-11,4478
2002-12,17842
2003-01,16715
2003-02,4319
2003-03,4705
2003-04,3706
2003-05,3930
2003-06,4735
2003-07,4092
2003-08,4543
2003-09,5454
2003-10,4118
2003-11,4480
2003-12,19321
2004-01,18358
2004-02,4802
2004-03,5453
2004-04,4481
2004-05,4815
2004-06,5934
2004-07,4819
2004-08,5202
2004-09,5144
2004-10,4590
2004-11,5111
2004-12,18814
2005-01,17212
2005-02,4894
2005-03,5531
2005-04,4652
2005-05,5244
2005-06,5950
2005-07,5009
2005-08,5442
2005-09,5576
2005-10,4992
2005-11,5646
2005-12,22279
2006-01,0
2006-02,5059
2006-03,0
2006-04,5276
2006-05,5861
2006-06,6798
2006-07,5800
2006-08,6568
2006-09,6680
2006-10,6262
2006-11,6546
2006-12,20551
2007-01,19600
2007-02,5662
2007-03,6739
2007-04,5687
2007-05,7258
2007-06,7353
2007-07,6935
2007-08,7382
2007-09,6514
2007-10,6447
2007-11,8046
2007-12,24878
2008-01,22499
2008-02,5805
2008-03,6843
2008-04,6609
2008-05,6743
2008-06,7433
2008-07,6858
2008-08,7389
2008-09,8885
2008-10,7750
2008-11,8119
2008-12,28469
2009-01,25827
2009-02,6897
2009-03,7314
2009-04,6921
2009-05,7105
2009-06,7879
2009-07,7406
2009-08,10237
2009-09,10488
2009-10,7506
2009-11,8476
2009-12,30609
2010-01,28696
2010-02,6690
2010-03,8323
2010-04,7333
2010-05,8731
2010-06,9487
2010-07,10206
2010-08,9805
2010-09,9154
2010-10,10140
2010-11,10243
2010-12,32194
2011-01,30226
2011-02,7387
2011-03,8319
2011-04,9626
2011-05,10480
2011-06,9393
2011-07,10785
2011-08,13313
2011-09,11244
2011-10,9869
2011-11,9997
2011-12,32523
2012-01,34127
2012-02,8571
2012-03,9683
2012-04,9181
2012-05,10626
2012-06,14619
2012-07,11678
2012-08,9009
2012-09,11468
2012-10,10979
2012-11,11199
2012-12,43961
2013-01,41505
2013-02,8740
2013-03,9822
2013-04,8936
2013-05,10223
2013-06,12407
2013-07,10150
2013-08,9505
2013-09,11794
2013-10,12294
2013-11,11581
2013-12,43980
2014-01,42244
2014-02,9134
2014-03,10668
2014-04,10216
2014-05,11099
2014-06,11111
2014-07,10578
2014-08,10889
2014-09,12273
2014-10,12812
2014-11,12323
2014-12,50609
2015-01,50379
2015-02,9410
2015-03,11311
2015-04,10467
2015-05,11866
2015-06,12342
2015-07,9853
2015-08,10403
2015-09,11810
2015-10,12953
2015-11,11874
2015-12,55206
2016-01,52563
2016-02,10643
2016-03,12313
2016-04,12870
2016-05,12260
2016-06,13667
2016-07,11016
2016-08,11976
2016-09,14588
2016-10,13479
2016-11,13873
2016-12,53381
2017-01,50278
2017-02,11700
2017-03,13815
2017-04,11851
2017-05,14358
2017-06,15061
2017-07,17770
2017-08,17298
2017-09,16387
2017-10,14584
2017-11,16131
2017-12,60680
2018-01,57041
2018-02,12969
2018-03,14793
2018-04,14528
2018-05,15518
2018-06,16686
2018-07,18893
2018-08,18718
2018-09,17741
2018-10,17240
2018-11,16168
2018-12,62824
2019-01,58364
2019-02,14414
2019-03,16811
2019-04,15364
2019-05,16598
2019-06,17810
2019-07,19940
2019-08,20109
2019-09,19773
2019-10,18840
2019-11,21905
2019-12,70366
2020-01,65144
2020-02,15832
2020-03,17787
2020-04,16379
2020-05,17365
2020-06,19966
2020-07,20880
2020-08,21271
2020-09,20300
2020-10,20395
2020-11,21248
2020-12,77655
2021-01,69299
2021-02,17555
2021-03,20259
2021-04,19084
2021-05,18348
2021-06,22648
2021-07,21305
2021-08,22979
2021-09,21571
2021-10,20698
2021-11,21291
2021-12,79167
2022-01,71215
2022-02,17335
2022-03,19732
2022-04,19744
2022-05,20545
2022-06,25124
2022-07,23185
2022-08,26808
2022-09,22292
2022-10,21386
2022-11,22682
2022-12,89911
2023-01,79783
2023-02,18924
2023-03,22585
2023-04,19830
2023-05,22584
2023-06,25053
2023-07,24928
2023-08,26595
2023-09,25745
2023-10,25984
2023-11,27826
2023-12,93125
2024-01,84239
2024-02,22690
2024-03,24448
2024-04,25708
2024-05,28102
2024-06,28606
2024-07,30120
2024-08,30197
2024-09,27698
2024-10,28488
2024-11,27332
2024-12,43007
2025-01,34755
2025-02,20692
2025-03,10315
