Date,Lealtad del Cliente
2000-02,763
2000-03,1288
2000-04,937
2000-05,766
2000-06,1142
2000-07,979
2000-08,901
2000-09,1142
2000-10,1107
2000-11,841
2000-12,1275
2001-01,1912
2001-02,720
2001-03,1350
2001-04,963
2001-05,1090
2001-06,1265
2001-07,929
2001-08,910
2001-09,1220
2001-10,1320
2001-11,794
2001-12,1683
2002-01,2292
2002-02,889
2002-03,1285
2002-04,1037
2002-05,1086
2002-06,1196
2002-07,1047
2002-08,1014
2002-09,1471
2002-10,1112
2002-11,998
2002-12,1568
2003-01,2358
2003-02,996
2003-03,1334
2003-04,1147
2003-05,869
2003-06,1373
2003-07,1102
2003-08,1110
2003-09,1663
2003-10,1278
2003-11,1055
2003-12,1667
2004-01,2344
2004-02,1115
2004-03,1546
2004-04,1394
2004-05,1118
2004-06,1704
2004-07,1317
2004-08,1264
2004-09,1365
2004-10,1411
2004-11,1175
2004-12,1894
2005-01,2380
2005-02,1018
2005-03,1612
2005-04,1328
2005-05,1194
2005-06,1754
2005-07,1351
2005-08,1383
2005-09,1561
2005-10,1446
2005-11,1361
2005-12,1738
2006-01,3034
2006-02,1048
2006-03,1632
2006-04,1668
2006-05,1301
2006-06,1867
2006-07,1677
2006-08,1630
2006-09,1798
2006-10,1761
2006-11,1685
2006-12,1911
2007-01,2863
2007-02,1412
2007-03,2003
2007-04,1578
2007-05,1896
2007-06,2376
2007-07,1772
2007-08,2138
2007-09,1871
2007-10,1903
2007-11,1799
2007-12,2501
2008-01,3042
2008-02,1449
2008-03,1865
2008-04,1983
2008-05,1699
2008-06,2241
2008-07,1942
2008-08,1584
2008-09,2695
2008-10,2362
2008-11,1898
2008-12,2931
2009-01,2875
2009-02,1867
2009-03,2160
2009-04,2012
2009-05,1913
2009-06,2387
2009-07,1998
2009-08,2204
2009-09,3333
2009-10,2411
2009-11,2122
2009-12,2701
2010-01,3481
2010-02,1743
2010-03,2563
2010-04,2063
2010-05,2266
2010-06,2810
2010-07,2518
2010-08,3106
2010-09,2515
2010-10,2791
2010-11,3187
2010-12,2767
2011-01,3730
2011-02,1901
2011-03,2436
2011-04,2363
2011-05,3011
2011-06,2793
2011-07,2180
2011-08,3814
2011-09,3432
2011-10,2998
2011-11,2963
2011-12,3109
2012-01,5277
2012-02,2236
2012-03,3004
2012-04,2775
2012-05,2827
2012-06,3638
2012-07,4069
2012-08,2508
2012-09,3299
2012-10,3622
2012-11,3170
2012-12,3736
2013-01,4953
2013-02,2284
2013-03,3145
2013-04,2799
2013-05,2859
2013-06,3658
2013-07,3541
2013-08,2511
2013-09,3524
2013-10,4029
2013-11,3415
2013-12,3762
2014-01,4992
2014-02,2540
2014-03,3224
2014-04,3063
2014-05,3175
2014-06,3476
2014-07,3366
2014-08,3098
2014-09,3930
2014-10,4572
2014-11,3447
2014-12,4213
2015-01,6335
2015-02,2601
2015-03,3700
2015-04,3164
2015-05,3167
2015-06,4059
2015-07,3202
2015-08,3107
2015-09,3518
2015-10,4265
2015-11,3237
2015-12,4291
2016-01,5317
2016-02,3185
2016-03,3845
2016-04,4514
2016-05,3450
2016-06,4569
2016-07,3716
2016-08,3300
2016-09,4245
2016-10,4401
2016-11,3868
2016-12,5173
2017-01,4256
2017-02,3300
2017-03,4467
2017-04,3735
2017-05,4209
2017-06,4888
2017-07,4792
2017-08,5511
2017-09,5506
2017-10,4955
2017-11,4778
2017-12,5932
2018-01,4757
2018-02,3862
2018-03,4698
2018-04,4716
2018-05,4554
2018-06,5543
2018-07,5038
2018-08,5878
2018-09,5558
2018-10,5734
2018-11,4484
2018-12,6311
2019-01,5032
2019-02,4068
2019-03,5616
2019-04,4793
2019-05,5066
2019-06,5860
2019-07,5387
2019-08,6346
2019-09,6100
2019-10,6122
2019-11,6964
2019-12,7237
2020-01,5691
2020-02,4824
2020-03,5886
2020-04,5480
2020-05,5188
2020-06,6569
2020-07,6031
2020-08,6739
2020-09,6601
2020-10,6609
2020-11,6503
2020-12,9367
2021-01,6702
2021-02,5368
2021-03,6974
2021-04,6382
2021-05,5740
2021-06,7622
2021-07,6167
2021-08,7246
2021-09,7147
2021-10,6938
2021-11,6403
2021-12,9672
2022-01,6999
2022-02,5579
2022-03,6816
2022-04,6899
2022-05,6544
2022-06,9104
2022-07,6529
2022-08,9824
2022-09,7686
2022-10,7266
2022-11,7166
2022-12,10721
2023-01,7117
2023-02,6016
2023-03,8350
2023-04,6872
2023-05,7340
2023-06,9305
2023-07,7651
2023-08,9079
2023-09,9087
2023-10,9044
2023-11,9341
2023-12,12037
2024-01,8893
2024-02,7784
2024-03,8743
2024-04,9056
2024-05,9921
2024-06,10313
2024-07,9550
2024-08,10722
2024-09,9466
2024-10,10365
2024-11,9036
2024-12,11934
2025-01,8866
2025-02,7065
2025-03,2246
